Tiempo inicio de picado,Tiempo Fin de picado,Amplitud,Excepción
2018-01-21T03:15:52.580000Z,2018-01-21T03:17:02.920000Z,589.721503011717,No
2018-01-21T03:23:18.820000Z,2018-01-21T03:23:38.980000Z,850.0223423288992,No
2018-01-21T06:47:45.040000Z,2018-01-21T06:48:09.600000Z,533.0303361983889,No
2018-01-21T07:31:54.600000Z,2018-01-21T07:33:36.000000Z,3325.301012808271,No
2018-01-21T10:24:05.040000Z,2018-01-21T10:24:28.540000Z,1581.2479665836445,Si.
2018-01-21T10:28:40.460000Z,2018-01-21T10:28:57.200000Z,1733.5671693670045,No
2018-01-21T11:09:59.120000Z,2018-01-21T11:10:18.360000Z,1249.506981418226,No
2018-01-21T11:52:25.420000Z,2018-01-21T11:53:08.120000Z,8840.02982432036,Si.
2018-01-21T14:55:10.660000Z,2018-01-21T14:55:31.980000Z,756.1093744203782,No
2018-01-21T16:14:01.520000Z,2018-01-21T16:16:40.000000Z,523.6468483006502,Si.
2018-01-21T17:09:44.740000Z,2018-01-21T17:10:03.520000Z,4096.8364641350845,No
2018-01-21T20:18:29.440000Z,2018-01-21T20:18:48.280000Z,583.3497232826996,No
2018-01-21T21:21:30.060000Z,2018-01-21T21:21:46.260000Z,1054.474835868179,No
2018-01-21T22:21:55.840000Z,2018-01-21T22:22:22.320000Z,1204.959312487261,No
2018-01-22T00:55:55.600000Z,2018-01-22T00:59:00.480000Z,1028.8061080182263,No
2018-01-22T08:00:57.460000Z,2018-01-22T08:01:13.680000Z,838.7491228029486,No
2018-01-22T09:28:44.360000Z,2018-01-22T09:29:13.820000Z,626.5857564759049,No
2018-01-22T09:52:11.480000Z,2018-01-22T09:52:29.220000Z,622.6614613956876,No
2018-01-22T10:19:24.820000Z,2018-01-22T10:19:41.680000Z,778.3166597852149,No
2018-01-22T10:25:22.420000Z,2018-01-22T10:25:39.360000Z,1110.741705717029,No
2018-01-22T13:09:19.400000Z,2018-01-22T13:09:45.160000Z,693.7052873807942,No
2018-01-22T14:24:21.640000Z,2018-01-22T14:25:27.540000Z,945.6713735649644,No
2018-01-22T17:39:30.140000Z,2018-01-22T17:39:45.360000Z,524.876011165713,No
2018-01-22T19:18:10.280000Z,2018-01-22T19:18:27.780000Z,500.5108206369097,No
2018-01-22T19:18:32.880000Z,2018-01-22T19:18:47.940000Z,2409.3177290882336,No
2018-01-22T19:37:44.280000Z,2018-01-22T19:38:05.300000Z,528.6198964062627,No
2018-01-22T21:16:40.800000Z,2018-01-22T21:17:00.040000Z,928.571098227059,No
2018-01-22T22:07:48.820000Z,2018-01-22T22:08:08.980000Z,752.5923097621522,No
2018-01-23T00:48:14.700000Z,2018-01-23T00:48:32.100000Z,633.5363512031129,No
2018-01-23T09:43:52.020000Z,2018-01-23T09:45:13.560000Z,1462.6318019876824,No
2018-01-23T11:31:44.720000Z,2018-01-23T11:32:19.760000Z,530.0789676705958,No
2018-01-23T13:46:34.040000Z,2018-01-23T13:48:15.920000Z,1444.2541893565606,No
2018-01-23T14:19:04.200000Z,2018-01-23T14:21:41.980000Z,753.8061454978889,Si.
2018-01-23T22:13:18.320000Z,2018-01-23T22:14:27.080000Z,715.5199962255016,No
2018-01-23T23:55:36.080000Z,2018-01-23T23:57:13.020000Z,5514.425164008821,No
2018-01-24T01:23:35.380000Z,2018-01-24T01:23:58.660000Z,517.1429318398149,No
2018-01-24T01:46:34.920000Z,2018-01-24T01:46:50.300000Z,624.2299037800532,No
2018-01-24T03:04:17.100000Z,2018-01-24T03:04:36.360000Z,608.8325278366501,No
2018-01-24T06:04:31.400000Z,2018-01-24T06:04:50.720000Z,575.6509758892785,No
2018-01-24T12:49:13.460000Z,2018-01-24T12:49:46.340000Z,615.3452670322953,No
2018-01-24T12:57:43.540000Z,2018-01-24T12:58:00.260000Z,884.4329245785752,No
2018-01-24T16:16:28.360000Z,2018-01-24T16:17:02.200000Z,613.6353278809923,No
2018-01-25T07:51:22.700000Z,2018-01-25T07:51:42.640000Z,698.691006303902,No
2018-01-25T08:48:10.300000Z,2018-01-25T08:48:26.880000Z,703.8055645321344,Si.
2018-01-25T12:27:20.700000Z,2018-01-25T12:27:38.700000Z,914.634874290313,No
2018-01-25T12:50:36.020000Z,2018-01-25T12:50:56.180000Z,751.041141796563,No
2018-01-25T15:02:28.920000Z,2018-01-25T15:03:17.980000Z,35316.33297149976,No
2018-01-25T15:25:31.840000Z,2018-01-25T15:26:13.340000Z,650.802320210123,No
2018-01-25T17:23:02.660000Z,2018-01-25T17:23:21.340000Z,2389.447826268494,No
2018-01-25T19:02:55.280000Z,2018-01-25T19:03:15.800000Z,1389.255574365253,No
2018-01-25T22:04:42.500000Z,2018-01-25T22:06:46.580000Z,1376.0882113739929,No
2018-01-25T23:41:08.080000Z,2018-01-25T23:41:23.380000Z,664.4615594215477,No
2018-01-26T01:35:13.580000Z,2018-01-26T01:35:32.720000Z,4702.174881008838,No
2018-01-26T01:35:47.080000Z,2018-01-26T01:36:04.560000Z,9546.05335632418,No
2018-01-26T01:52:32.720000Z,2018-01-26T01:53:17.400000Z,922.782466358927,No
2018-01-26T04:28:03.100000Z,2018-01-26T04:30:48.880000Z,675.762017158724,No
2018-01-26T05:55:48.300000Z,2018-01-26T05:58:26.100000Z,744.2775961353791,Si.
2018-01-26T06:11:09.220000Z,2018-01-26T06:11:45.640000Z,725.0662098168181,Si.
2018-01-26T07:03:15.840000Z,2018-01-26T07:05:52.360000Z,688.8941319607816,No
2018-01-26T07:32:39.180000Z,2018-01-26T07:32:58.560000Z,3101.325390894152,No
2018-01-26T08:15:27.620000Z,2018-01-26T08:16:34.720000Z,887.2746344483501,No
2018-01-26T10:38:14.520000Z,2018-01-26T10:38:32.480000Z,817.2591338973357,No
2018-01-26T10:53:44.460000Z,2018-01-26T10:53:56.940000Z,818.2515133318545,Si.
2018-01-26T11:26:30.960000Z,2018-01-26T11:26:47.860000Z,1050.7852648642152,No
2018-01-26T12:17:39.920000Z,2018-01-26T12:19:40.760000Z,979.4885893869257,No
2018-01-26T12:28:11.600000Z,2018-01-26T12:30:48.460000Z,504.8917381069919,Si.
2018-01-26T16:39:04.200000Z,2018-01-26T16:39:17.980000Z,534.8569234388704,No
2018-01-27T01:58:51.520000Z,2018-01-27T01:59:11.320000Z,1101.9609451482079,No
2018-01-27T03:08:58.560000Z,2018-01-27T03:09:19.740000Z,1280.7944978965156,No
2018-01-27T04:41:34.180000Z,2018-01-27T04:41:51.880000Z,588.1210971373221,No
2018-01-27T04:46:08.460000Z,2018-01-27T04:47:12.760000Z,1740.5581935469847,No
2018-01-27T06:49:46.940000Z,2018-01-27T06:50:04.580000Z,1123.2896057288735,No
2018-01-27T08:11:18.720000Z,2018-01-27T08:11:41.600000Z,5366.145643374378,No
2018-01-27T10:08:17.100000Z,2018-01-27T10:08:38.240000Z,583.3048962563875,No
2018-01-27T16:39:33.720000Z,2018-01-27T16:39:50.220000Z,3181.5522970840566,No
2018-01-27T17:38:28.280000Z,2018-01-27T17:38:48.380000Z,2435.33987718381,No
2018-01-27T17:57:04.660000Z,2018-01-27T17:57:23.360000Z,1880.1068379307521,No
2018-01-27T20:38:57.280000Z,2018-01-27T20:39:23.420000Z,1034.762539067889,No
2018-01-27T21:30:01.760000Z,2018-01-27T21:32:37.620000Z,571.6028814945158,No
2018-01-27T22:39:23.520000Z,2018-01-27T22:40:43.100000Z,728.7669590014059,No
2018-01-28T00:14:50.740000Z,2018-01-28T00:15:07.920000Z,547.65847605273,No
2018-01-28T01:39:04.340000Z,2018-01-28T01:39:21.740000Z,902.5653632079253,No
2018-01-28T03:15:00.720000Z,2018-01-28T03:15:23.880000Z,574.6772363865072,No
2018-01-28T05:32:57.240000Z,2018-01-28T05:33:16.040000Z,1220.2014584823544,No
2018-01-28T07:01:15.680000Z,2018-01-28T07:01:33.160000Z,606.842772208807,No
2018-01-28T08:56:48.040000Z,2018-01-28T08:57:05.580000Z,935.9679557809073,No
2018-01-28T11:28:18.600000Z,2018-01-28T11:28:41.560000Z,821.8193257722594,No
2018-01-28T12:49:49.380000Z,2018-01-28T12:50:13.100000Z,2298.8394701134657,No
2018-01-28T13:49:21.340000Z,2018-01-28T13:49:37.060000Z,676.2614139177819,No
2018-01-28T15:44:01.660000Z,2018-01-28T15:44:19.640000Z,2829.8508411548883,No
2018-01-28T17:36:56.880000Z,2018-01-28T17:38:10.980000Z,1175.0181064037524,No
2018-01-28T19:08:37.960000Z,2018-01-28T19:08:52.360000Z,1035.6364483218438,No
2018-01-28T19:45:56.620000Z,2018-01-28T19:46:17.500000Z,2032.982192791577,No
2018-01-28T21:57:23.920000Z,2018-01-28T21:57:43.560000Z,748.2254648481658,No
2018-01-28T22:27:02.960000Z,2018-01-28T22:27:21.160000Z,585.9813317907577,Si.
2018-01-29T00:44:47.340000Z,2018-01-29T00:46:04.940000Z,2572.8200266492336,No
2018-01-29T01:12:06.720000Z,2018-01-29T01:12:24.020000Z,1864.6037691934725,No
2018-01-29T07:31:07.000000Z,2018-01-29T07:31:26.300000Z,638.2883813989583,No
2018-01-29T08:19:31.560000Z,2018-01-29T08:22:06.600000Z,661.7115711570358,No
2018-01-29T13:09:34.900000Z,2018-01-29T13:09:50.460000Z,547.4821578082649,No
2018-01-29T14:09:46.800000Z,2018-01-29T14:10:18.680000Z,2550.954152922231,Si.
2018-01-29T15:38:36.520000Z,2018-01-29T15:38:53.500000Z,593.6295769345468,No
2018-01-29T16:10:34.200000Z,2018-01-29T16:10:50.400000Z,549.1795833697541,No
2018-01-29T17:30:02.440000Z,2018-01-29T17:30:20.140000Z,697.1780418710133,No
2018-01-29T18:24:57.280000Z,2018-01-29T18:25:24.980000Z,2995.9978432157995,Si.
2018-01-29T20:18:55.200000Z,2018-01-29T20:19:16.720000Z,743.7720539466233,No
