Resultados

 Tiempo inicio de picado, Tiempo Fin de picado 
2018-01-21T13:10:11.240000Z, 2018-01-21T13:10:36.800000Z
2018-01-21T14:40:50.960000Z, 2018-01-21T14:43:49.760000Z
2018-01-21T14:55:10.660000Z, 2018-01-21T14:55:31.980000Z
2018-01-21T16:14:01.520000Z, 2018-01-21T16:16:40.000000Z
2018-01-21T17:09:44.740000Z, 2018-01-21T17:10:03.520000Z
2018-01-21T20:18:29.440000Z, 2018-01-21T20:18:48.280000Z
2018-01-21T21:21:30.060000Z, 2018-01-21T21:21:46.260000Z
2018-01-21T22:21:55.840000Z, 2018-01-21T22:22:22.320000Z
2018-01-22T00:55:55.600000Z, 2018-01-22T00:59:00.480000Z
2018-01-22T08:00:57.460000Z, 2018-01-22T08:01:13.680000Z
2018-01-22T09:28:44.360000Z, 2018-01-22T09:29:13.820000Z
2018-01-22T09:52:11.480000Z, 2018-01-22T09:52:29.220000Z
2018-01-22T09:58:14.560000Z, 2018-01-22T10:01:11.880000Z
2018-01-22T10:19:24.820000Z, 2018-01-22T10:19:41.680000Z
2018-01-22T10:25:22.420000Z, 2018-01-22T10:25:39.360000Z
2018-01-22T12:57:20.140000Z, 2018-01-22T12:58:36.720000Z
2018-01-22T13:09:19.400000Z, 2018-01-22T13:09:45.160000Z
2018-01-22T13:45:12.420000Z, 2018-01-22T13:46:12.980000Z
2018-01-22T14:24:21.640000Z, 2018-01-22T14:25:27.540000Z
2018-01-22T17:39:30.140000Z, 2018-01-22T17:39:45.360000Z
2018-01-22T19:18:10.280000Z, 2018-01-22T19:18:27.780000Z
2018-01-22T19:18:32.880000Z, 2018-01-22T19:18:47.940000Z
2018-01-22T19:37:44.280000Z, 2018-01-22T19:38:05.300000Z
2018-01-22T21:16:40.800000Z, 2018-01-22T21:17:00.040000Z
2018-01-22T22:07:48.820000Z, 2018-01-22T22:08:08.980000Z
2018-01-23T00:48:14.700000Z, 2018-01-23T00:48:32.100000Z
2018-01-23T09:43:52.020000Z, 2018-01-23T09:45:13.560000Z
2018-01-23T10:09:38.540000Z, 2018-01-23T10:12:16.520000Z
2018-01-23T11:13:31.840000Z, 2018-01-23T11:13:53.560000Z
2018-01-23T11:31:44.720000Z, 2018-01-23T11:32:19.760000Z
2018-01-23T11:34:33.560000Z, 2018-01-23T11:34:44.380000Z
2018-01-23T13:13:34.760000Z, 2018-01-23T13:13:55.760000Z
2018-01-23T13:45:41.300000Z, 2018-01-23T13:46:15.720000Z
2018-01-23T13:46:34.040000Z, 2018-01-23T13:48:15.920000Z
2018-01-23T14:19:04.200000Z, 2018-01-23T14:21:41.980000Z
2018-01-23T19:50:05.260000Z, 2018-01-23T19:50:24.000000Z
2018-01-23T22:13:18.320000Z, 2018-01-23T22:14:27.080000Z
2018-01-23T23:55:36.080000Z, 2018-01-23T23:57:13.020000Z
2018-01-24T01:23:35.380000Z, 2018-01-24T01:23:58.660000Z
2018-01-24T01:46:34.920000Z, 2018-01-24T01:46:50.300000Z
2018-01-24T03:04:17.100000Z, 2018-01-24T03:04:36.360000Z
2018-01-24T06:03:45.820000Z, 2018-01-24T06:04:06.960000Z
2018-01-24T06:04:31.400000Z, 2018-01-24T06:04:50.720000Z
2018-01-24T09:58:00.480000Z, 2018-01-24T09:58:16.640000Z
2018-01-24T11:41:52.520000Z, 2018-01-24T11:42:09.080000Z
2018-01-24T12:49:13.460000Z, 2018-01-24T12:49:46.340000Z
2018-01-24T12:57:43.540000Z, 2018-01-24T12:58:00.260000Z
2018-01-24T14:55:44.360000Z, 2018-01-24T14:56:01.960000Z
2018-01-24T16:16:28.360000Z, 2018-01-24T16:17:02.200000Z
2018-01-25T07:51:22.700000Z, 2018-01-25T07:51:42.640000Z
2018-01-25T08:48:10.300000Z, 2018-01-25T08:48:26.880000Z
2018-01-25T12:27:20.700000Z, 2018-01-25T12:27:38.700000Z
2018-01-25T12:50:36.020000Z, 2018-01-25T12:50:56.180000Z
2018-01-25T15:02:28.920000Z, 2018-01-25T15:03:17.980000Z
2018-01-25T15:25:31.840000Z, 2018-01-25T15:26:13.340000Z
2018-01-25T16:04:42.340000Z, 2018-01-25T16:07:20.480000Z
2018-01-25T16:31:54.220000Z, 2018-01-25T16:32:11.600000Z
2018-01-25T17:23:02.660000Z, 2018-01-25T17:23:21.340000Z
2018-01-25T19:02:55.280000Z, 2018-01-25T19:03:15.800000Z
2018-01-25T22:04:42.500000Z, 2018-01-25T22:06:46.580000Z
2018-01-25T23:41:08.080000Z, 2018-01-25T23:41:23.380000Z
2018-01-26T01:35:13.580000Z, 2018-01-26T01:35:32.720000Z
2018-01-26T01:35:47.080000Z, 2018-01-26T01:36:04.560000Z
2018-01-26T01:52:32.720000Z, 2018-01-26T01:53:17.400000Z
2018-01-26T02:04:44.800000Z, 2018-01-26T02:05:11.460000Z
2018-01-26T02:46:25.740000Z, 2018-01-26T02:49:01.780000Z
2018-01-26T03:42:52.040000Z, 2018-01-26T03:43:13.700000Z
2018-01-26T04:28:03.100000Z, 2018-01-26T04:30:48.880000Z
2018-01-26T05:41:16.740000Z, 2018-01-26T05:43:54.480000Z
2018-01-26T05:55:48.300000Z, 2018-01-26T05:58:26.100000Z
2018-01-26T06:11:09.220000Z, 2018-01-26T06:11:45.640000Z
2018-01-26T06:21:00.680000Z, 2018-01-26T06:21:53.520000Z
2018-01-26T07:03:15.840000Z, 2018-01-26T07:05:52.360000Z
2018-01-26T07:26:46.180000Z, 2018-01-26T07:29:24.760000Z
2018-01-26T07:32:39.180000Z, 2018-01-26T07:32:58.560000Z
2018-01-26T08:15:27.620000Z, 2018-01-26T08:16:34.720000Z
2018-01-26T09:35:12.540000Z, 2018-01-26T09:35:29.220000Z
2018-01-26T10:38:14.520000Z, 2018-01-26T10:38:32.480000Z
2018-01-26T10:53:44.460000Z, 2018-01-26T10:53:56.940000Z
2018-01-26T11:26:30.960000Z, 2018-01-26T11:26:47.860000Z
2018-01-26T12:17:39.920000Z, 2018-01-26T12:19:40.760000Z
2018-01-26T12:28:11.600000Z, 2018-01-26T12:30:48.460000Z
2018-01-26T14:49:42.600000Z, 2018-01-26T14:52:20.540000Z
2018-01-26T16:39:04.200000Z, 2018-01-26T16:39:17.980000Z
2018-01-27T01:58:51.520000Z, 2018-01-27T01:59:11.320000Z
2018-01-27T03:08:38.380000Z, 2018-01-27T03:08:55.840000Z
2018-01-27T03:08:58.560000Z, 2018-01-27T03:09:19.740000Z
2018-01-27T04:41:34.180000Z, 2018-01-27T04:41:51.880000Z
2018-01-27T04:46:08.460000Z, 2018-01-27T04:47:12.760000Z
2018-01-27T06:49:46.940000Z, 2018-01-27T06:50:04.580000Z
2018-01-27T08:11:18.720000Z, 2018-01-27T08:11:41.600000Z
2018-01-27T10:07:14.620000Z, 2018-01-27T10:07:30.080000Z
2018-01-27T10:08:17.100000Z, 2018-01-27T10:08:38.240000Z
2018-01-27T16:39:33.720000Z, 2018-01-27T16:39:50.220000Z
2018-01-27T17:38:28.280000Z, 2018-01-27T17:38:48.380000Z
2018-01-27T17:57:04.660000Z, 2018-01-27T17:57:23.360000Z
2018-01-27T20:38:57.280000Z, 2018-01-27T20:39:23.420000Z
2018-01-27T21:30:01.760000Z, 2018-01-27T21:32:37.620000Z
2018-01-27T22:39:23.520000Z, 2018-01-27T22:40:43.100000Z
2018-01-28T00:14:50.740000Z, 2018-01-28T00:15:07.920000Z
2018-01-28T01:39:04.340000Z, 2018-01-28T01:39:21.740000Z
2018-01-28T03:15:00.720000Z, 2018-01-28T03:15:23.880000Z
2018-01-28T05:24:59.860000Z, 2018-01-28T05:25:17.480000Z
2018-01-28T05:32:57.240000Z, 2018-01-28T05:33:16.040000Z
2018-01-28T06:59:31.260000Z, 2018-01-28T06:59:47.680000Z
2018-01-28T07:01:15.680000Z, 2018-01-28T07:01:33.160000Z
2018-01-28T08:56:48.040000Z, 2018-01-28T08:57:05.580000Z
2018-01-28T11:28:18.600000Z, 2018-01-28T11:28:41.560000Z
2018-01-28T12:49:49.380000Z, 2018-01-28T12:50:13.100000Z
2018-01-28T13:49:21.340000Z, 2018-01-28T13:49:37.060000Z
2018-01-28T15:44:01.660000Z, 2018-01-28T15:44:19.640000Z
2018-01-28T17:36:56.880000Z, 2018-01-28T17:38:10.980000Z
2018-01-28T19:06:46.560000Z, 2018-01-28T19:07:07.200000Z
2018-01-28T19:08:37.960000Z, 2018-01-28T19:08:52.360000Z
2018-01-28T19:45:56.620000Z, 2018-01-28T19:46:17.500000Z
2018-01-28T21:57:23.920000Z, 2018-01-28T21:57:43.560000Z
2018-01-28T22:27:02.960000Z, 2018-01-28T22:27:21.160000Z
2018-01-29T00:44:47.340000Z, 2018-01-29T00:46:04.940000Z
2018-01-29T01:12:06.720000Z, 2018-01-29T01:12:24.020000Z
2018-01-29T07:31:07.000000Z, 2018-01-29T07:31:26.300000Z
2018-01-29T08:00:48.080000Z, 2018-01-29T08:01:05.360000Z
2018-01-29T08:09:21.540000Z, 2018-01-29T08:11:49.300000Z
2018-01-29T08:19:31.560000Z, 2018-01-29T08:22:06.600000Z
2018-01-29T08:45:02.280000Z, 2018-01-29T08:47:40.620000Z
2018-01-29T11:35:32.380000Z, 2018-01-29T11:35:46.740000Z
2018-01-29T13:09:34.900000Z, 2018-01-29T13:09:50.460000Z
2018-01-29T14:09:46.800000Z, 2018-01-29T14:10:18.680000Z
2018-01-29T15:38:36.520000Z, 2018-01-29T15:38:53.500000Z
2018-01-29T16:10:34.200000Z, 2018-01-29T16:10:50.400000Z
2018-01-29T17:30:02.440000Z, 2018-01-29T17:30:20.140000Z
2018-01-29T18:24:57.280000Z, 2018-01-29T18:25:24.980000Z
2018-01-29T19:10:42.980000Z, 2018-01-29T19:10:59.780000Z
2018-01-29T20:18:55.200000Z, 2018-01-29T20:19:16.720000Z
